Lat	Long	CID-S	RSRP-S	CID-N1	CID-N2	CID-N3	CID-N4	CID-N5	CID-N6	RSRP-N1	RSRP-N2	RSRP-N3	RSRP-N4	RSRP-N5	RSRP-N6
33.5718854	130.3738611	297	-82.6875	298.0						-90.75					
33.5718846	130.3738671	297	-81.4375	298.0						-89.5625					
33.5718859	130.3738779	297	-89.4375	298.0						-90.3125					
33.5718867	130.373881	297	-89.875	298.0						-88.1875					
33.5718877	130.3738849	297	-87.0625	298.0						-92.9375					
33.5718962	130.3738971	297	-88.1875	298.0						-93.875					
33.5718978	130.3738992	297	-88.0625	298.0						-93.8125					
33.571903	130.3739014	297	-86.6875	298.0						-91.3125					
33.5719046	130.3739014	297	-85.9375	298.0						-91.25					
33.571906	130.3739014	297	-87.25	298.0						-91.75					
33.5719076	130.3739014	297	-89.8125	298.0						-92.625					
33.5719102	130.3739014	297	-90.8125	298.0						-93.0625					
33.5719116	130.3739014	297	-90.9375	298.0						-92.8125					
33.5719122	130.3739014	297	-90.3125	298.0						-92.25					
33.571913	130.3739014	297	-89.1875	298.0						-91.875					
33.5719137	130.3739014	297	-88.3125	298.0						-91.0625					
33.5719146	130.3739014	297	-87.4375	298.0						-92.5625					
33.5719147	130.3739014	297	-88.9375	298.0	152.0					-93.1875	-100.25				
33.5719147	130.3739014	297	-89.3125	298.0	152.0					-94.3125	-103.625				
33.5719147	130.3739014	297	-90.25	298.0	152.0					-94.1875	-103.3125				
33.5719147	130.3739014	297	-91.625	298.0	152.0					-93.9375	-104.5				
33.5719139	130.3739014	297	-90.375	298.0	152.0					-94.4375	-103.5				
33.5719109	130.3739014	297	-86.1875	298.0	152.0					-90.3125	-99.0				
33.5719109	130.3739014	297	-85.625	298.0	152.0					-90.125	-105.0625				
33.5719109	130.3739014	297	-88.75	298.0	152.0					-89.3125	-103.6875				
33.5719085	130.3738919	297	-88.8125	298.0						-98.125					
33.5719055	130.3738861	297	-82.3125	298.0						-97.0					
33.5719019	130.3738809	297	-80.6875	298.0						-86.8125					
33.5718994	130.3738708	297	-81.3125	298.0						-90.0625					
33.5718986	130.3738708	297	-83.125	298.0						-91.0					
33.5718978	130.3738708	297	-82.5625	298.0						-89.9375					
33.5718926	130.3738668	297	-84.25	298.0						-87.0					
33.5718808	130.3738556	297	-84.75	298.0						-90.875					
33.5718689	130.3738556	297	-85.0	298.0						-90.6875					
33.5718662	130.373845	297	-86.75	298.0						-90.5625					
33.5718657	130.3738427	297	-84.8125	298.0						-89.6875					
33.5718651	130.3738403	297	-83.1875	298.0						-88.5					
33.5718651	130.3738403	297	-83.625	298.0						-86.25					
33.5719217	130.3738055	297	-91.875	298.0						-94.5625					
33.5719244	130.3738019	297	-92.25	298.0						-95.75					
33.5719261	130.3737997	297	-92.5625	298.0						-96.9375					
33.5719281	130.373797	297	-92.6875	298.0						-97.25					
33.5719338	130.3737946	297	-92.125	298.0						-97.3125					
33.5719338	130.3737946	297	-92.125	298.0						-96.25					
33.5719338	130.3737946	297	-92.25	298.0						-95.875					
33.5719338	130.3737946	297	-92.6875	298.0						-96.25					
33.5719338	130.3737946	297	-92.75	298.0						-96.3125					
33.5719314	130.3737946	297	-92.75	298.0						-96.5625					
33.5719308	130.3737946	297	-92.6875	298.0						-95.125					
33.5719315	130.3737946	297	-92.625	298.0						-95.6875					
33.5719323	130.3737946	297	-92.5	298.0						-95.5					
33.571933	130.3737946	297	-92.5	298.0						-95.6875					
33.5719338	130.3737946	297	-92.3125	298.0						-95.5625					
33.5719338	130.3737946	297	-92.3125	298.0						-95.375					
33.5719338	130.3737946	297	-92.3125	298.0						-96.125					
33.5719338	130.3737946	297	-91.875	298.0						-96.625					
33.5719338	130.3737946	297	-91.875	298.0						-96.0					
33.5719338	130.3737946	297	-92.0	298.0						-97.375					
33.5719338	130.3737946	297	-91.8125	298.0						-96.125					
33.5719338	130.3737946	297	-92.0	298.0						-95.75					
33.5719338	130.3737946	297	-91.875	298.0						-95.625					
33.5719338	130.3737946	297	-91.75	298.0						-95.8125					
33.5719361	130.3737946	297	-91.875	298.0						-96.625					
33.5719367	130.3737946	297	-92.25	298.0						-95.625					
33.5719374	130.3737946	297	-92.6875	298.0						-96.125					
33.5719369	130.3737946	297	-92.4375	298.0						-96.3125					
33.5719361	130.3737946	297	-91.8125	298.0						-95.9375					
33.5719338	130.3737946	297	-91.625	298.0						-94.6875					
33.5719338	130.3737946	297	-90.75	298.0						-98.125					
33.5719338	130.3737946	297	-90.5625	298.0	152.0					-97.1875	-103.3125				
33.5719343	130.3737946	297	-90.625	298.0	152.0					-97.1875	-102.875				
33.571935	130.3737946	297	-90.75	298.0	152.0					-97.1875	-103.8125				
33.5719365	130.3737946	297	-90.875	298.0	152.0					-98.3125	-103.1875				
33.5719373	130.3737946	297	-90.75	298.0	152.0					-97.8125	-103.375				
33.5719376	130.3737946	297	-90.6875	298.0	152.0					-97.0625	-100.4375				
33.5719376	130.3737946	297	-90.375	298.0	152.0					-96.875	-102.0				
33.5719376	130.3737946	297	-90.25	298.0	152.0					-97.0	-104.875				
33.5719376	130.3737856	297	-90.0	298.0	152.0					-99.5625	-103.875				
33.5719376	130.3737828	297	-89.8125	298.0	152.0					-99.25	-104.5				
33.5719376	130.3737795	297	-89.625	298.0	152.0					-98.375	-104.25				
33.5719376	130.3737793	297	-89.875	298.0	152.0					-99.625	-99.875				
33.5719376	130.3737793	297	-90.5	298.0	152.0					-95.8125	-99.9375				
33.5719376	130.3737793	297	-90.6875	298.0	152.0					-98.1875	-103.5				
33.5719376	130.3737793	297	-90.6875	298.0	152.0					-97.5625	-103.25				
33.5719376	130.3737793	297	-90.75	298.0	152.0					-98.0	-102.9375				
33.5719376	130.3737793	297	-90.75	298.0	152.0					-98.125	-100.6875				
33.5719376	130.3737793	297	-90.4375	298.0	152.0					-97.125	-104.0625				
33.5719376	130.3737793	297	-89.4375	298.0	152.0					-93.75	-94.5				
33.5719376	130.3737793	297	-89.5	298.0	152.0					-94.375	-100.0625				
33.5719376	130.3737793	297	-89.75	298.0	152.0					-94.1875	-102.1875				
33.5719376	130.3737793	297	-89.9375	298.0	152.0					-93.8125	-97.3125				
33.571938	130.3737793	297	-89.75	298.0	152.0					-93.6875	-102.375				
33.5719394	130.3737793	297	-90.0	298.0	152.0					-94.5625	-105.0625				
33.5719405	130.3737793	297	-90.3125	298.0						-94.625					
33.5719398	130.3737793	297	-89.375	298.0						-91.3125					
33.5719391	130.3737793	297	-88.6875	298.0						-91.375					
33.5719383	130.3737793	297	-87.6875	298.0						-91.4375					
33.5719376	130.3737793	297	-86.5625	298.0						-88.4375					
33.5719376	130.3737793	297	-87.125	298.0						-90.125					
33.5719376	130.3737793	297	-87.0	298.0						-93.25					
33.5719352	130.3737793	297	-89.5625	298.0						-92.6875					
33.5719345	130.3737793	297	-89.125	298.0						-93.5625					
33.5719338	130.3737793	297	-90.875	298.0						-91.0					
33.5719338	130.3737793	297	-90.75	298.0						-93.1875					
33.5719338	130.3737793	297	-90.6875	298.0						-95.5					
33.5719338	130.3737793	297	-90.5	298.0						-93.875					
33.571934	130.3737781	297	-91.125	298.0						-91.0					
33.5719364	130.3737685	297	-89.375	298.0	152.0					-92.625	-99.8125				
33.5719372	130.3737655	297	-90.4375	298.0	152.0					-93.25	-101.875				
33.5719372	130.373764	297	-89.75	298.0	152.0					-90.8125	-101.3125				
33.5719364	130.373764	297	-90.75	298.0	152.0					-96.0	-100.5625				
33.5719357	130.373764	297	-90.25	298.0	152.0					-93.8125	-100.625				
33.5719342	130.373764	297	-90.8125	298.0	152.0					-91.9375	-105.0				
33.571933	130.373764	297	-91.5625	298.0	152.0					-98.375	-103.3125				
33.5719303	130.373764	297	-90.625	298.0						-95.4375					
33.5719296	130.3737627	297	-93.5	298.0						-97.1875					
33.5719288	130.3737596	297	-92.3125	298.0						-98.875					
33.5719273	130.3737536	297	-91.375	298.0	152.0					-101.8125	-106.25				
33.5719266	130.3737507	297	-91.3125	298.0	152.0					-99.4375	-104.5625				
33.5719258	130.3737488	297	-91.9375	298.0	152.0					-100.6875	-104.0625				
33.5719246	130.3737488	297	-90.6875	298.0	152.0					-103.125	-105.375				
33.5719197	130.3737446	297	-92.0	298.0	152.0					-98.125	-102.6875				
33.571909	130.3737274	297	-91.5625	298.0	152.0					-97.625	-105.4375				
33.571905	130.3737212	297	-89.375	298.0	152.0					-98.375	-107.25				
33.5719003	130.3737183	297	-89.0625	298.0	152.0					-100.25	-106.875				
33.5718969	130.3737183	297	-89.375	298.0	152.0					-98.25	-101.875				
33.5718769	130.3737134	297	-92.0	298.0	152.0					-97.3125	-103.6875				
33.5718644	130.3737051	297	-88.1875	298.0	152.0					-97.9375	-108.0625				
33.5718598	130.373702	297	-90.0625	298.0	152.0					-97.375	-108.625				
33.5718551	130.3736989	297	-92.75	298.0						-101.5625					
33.5718504	130.3736958	297	-92.3125	298.0						-101.625					
33.5718462	130.373693	297	-91.6875	298.0						-100.5625					
33.571837	130.3736868	297	-89.625	152.0	298.0					-102.25	-103.125				
33.5718328	130.373684	297	-90.75	298.0	152.0					-101.4375	-104.125				
33.5718276	130.3736805	297	-90.4375	298.0	152.0					-101.125	-106.8125				
33.5718235	130.3736778	297	-89.875	298.0	152.0					-99.875	-103.4375				
33.5718182	130.3736743	297	-90.4375	298.0	152.0					-101.4375	-106.0625				
33.5717965	130.3736725	297	-86.0625	298.0	152.0					-100.125	-103.9375				
33.5717927	130.3736725	297	-86.0	298.0	152.0					-97.125	-98.3125				
33.5717864	130.3736725	297	-86.3125	298.0						-98.125					
33.5717823	130.3736725	297	-86.0	298.0						-100.375					
33.5717766	130.3736725	297	-86.9375	298.0						-103.625					
33.5717657	130.3736723	297	-87.0625	298.0						-96.9375					
33.5717618	130.3736683	297	-87.5625	298.0						-97.875					
33.5717502	130.3736572	297	-88.125	298.0						-100.3125					
33.5717478	130.3736572	297	-88.375	298.0						-97.5625					
33.5717451	130.3736572	297	-86.625	298.0						-98.75					
33.5717389	130.3736572	297	-86.375	298.0						-99.125					
33.5717359	130.3736572	297	-85.625	298.0						-102.0					
33.5717329	130.3736547	297	-87.625	298.0						-99.4375					
33.5717191	130.373642	297	-85.5625	298.0						-96.5625					
33.5717174	130.373642	297	-84.5625	298.0						-97.75					
33.5717127	130.373642	297	-87.25	298.0						-96.375					
33.5717105	130.373642	297	-87.6875	298.0						-100.3125					
33.5717083	130.3736412	297	-88.3125	298.0						-99.25					
33.5717069	130.3736385	297	-89.1875	298.0						-99.4375					
33.571705	130.3736347	297	-87.8125	298.0						-99.125					
33.5717003	130.3736238	297	-81.6875	298.0						-96.8125					
33.5716996	130.373621	297	-81.5625	298.0						-97.0					
33.5716989	130.3736182	297	-84.375	298.0						-98.6875					
33.5716982	130.3736155	297	-83.6875	298.0						-99.25					
33.5716975	130.3736123	297	-82.0	298.0						-95.75					
33.5716949	130.3736022	297	-84.0	298.0						-96.4375					
33.5716934	130.3735908	297	-84.625	298.0						-96.6875					
33.5716934	130.3735879	297	-82.9375	298.0						-97.3125					
33.5716934	130.3735849	297	-82.625	298.0						-99.6875					
33.5716934	130.373582	297	-82.8125	298.0						-98.875					
33.5716934	130.373563	297	-84.9375	298.0						-96.125					
33.5716934	130.3735508	297	-84.9375	298.0						-96.6875					
33.5716913	130.3735337	297	-80.8125	298.0						-101.25					
33.5716905	130.3735272	297	-81.8125	298.0						-96.0					
33.5716898	130.3735218	297	-77.375	298.0						-93.0					
33.5716883	130.3735095	297	-79.9375	298.0						-91.6875					
33.5716875	130.3735034	297	-81.625	298.0						-99.375					
33.5716867	130.3734968	297	-83.625	298.0						-98.25					
33.5716813	130.3734713	297	-82.875	298.0						-95.0					
33.5716801	130.3734666	297	-81.75	298.0						-94.25					
33.5716763	130.3734513	297	-82.375	298.0						-95.0					
33.5716742	130.3734428	297	-84.1875	298.0						-96.875					
33.5716717	130.3734332	297	-82.75	298.0						-99.375					
33.5716694	130.3734237	297	-82.6875	298.0						-96.875					
33.5716666	130.3734128	297	-81.5625	298.0						-97.375					
33.5716614	130.3733917	297	-82.25	298.0						-99.0					
33.5716601	130.3733866	297	-82.4375	298.0						-96.625					
33.5716581	130.3733788	297	-82.25	298.0						-95.0625					
33.5716558	130.3733696	297	-82.625	298.0						-94.625					
33.5716536	130.3733607	297	-84.25	298.0						-99.8125					
33.571649	130.3733421	297	-85.3125	298.0						-96.5					
33.5716468	130.3733317	297	-83.375	298.0						-95.6875					
33.5716406	130.3732946	297	-85.375	298.0						-98.3125					
33.5716398	130.3732891	297	-83.0	298.0						-92.75					
33.571639	130.3732832	297	-82.5	298.0						-95.0					
33.5716373	130.3732695	297	-81.25	298.0						-95.75					
33.5716367	130.3732644	297	-82.75	298.0						-96.0					
33.5716359	130.3732572	297	-85.0625	298.0						-101.8125					
33.571635	130.3732455	297	-85.0	298.0						-99.75					
33.5716324	130.3732153	297	-86.0625	298.0	152.0					-101.125	-101.5625				
33.5716324	130.3732036	297	-88.0	298.0	152.0					-101.5	-104.3125				
33.5716324	130.3731976	297	-86.8125	298.0	152.0					-101.8125	-106.4375				
33.5716324	130.3731915	297	-88.8125	298.0	152.0					-102.5	-110.0				
33.5716324	130.3731854	297	-88.0625	298.0	152.0					-102.875	-108.0				
33.5716312	130.3731818	297	-89.0	152.0	298.0					-107.3125	-108.8125				
33.5716244	130.3731677	297	-87.9375	298.0	152.0					-105.6875	-108.0625				
33.5716238	130.3731652	297	-88.9375	298.0	152.0					-103.8125	-106.125				
33.571623	130.373162	297	-88.875	298.0	152.0					-103.0	-104.5625				
33.5716223	130.3731591	297	-86.75	298.0	152.0					-101.8125	-103.8125				
33.5716215	130.373156	297	-89.5625	298.0	152.0					-103.875	-105.125				
33.5716192	130.3731502	297	-90.9375	298.0	152.0					-104.125	-106.75				
33.5716171	130.373146	297	-88.75	298.0	152.0					-104.0	-104.0625				
33.5716115	130.3731348	297	-84.75	152.0	298.0					-96.5	-97.625				
33.5716101	130.373132	297	-82.375	298.0	152.0					-98.25	-100.0625				
33.5716084	130.3731286	297	-81.8125	298.0	152.0					-99.9375	-101.375				
33.5716056	130.3731232	297	-84.5625	298.0	152.0					-102.0625	-103.1875				
33.5716047	130.3731232	297	-86.375	152.0	298.0					-103.25	-103.875				
33.5716039	130.3731232	297	-85.625	298.0	152.0					-103.5625	-104.875				
33.5716028	130.3731232	297	-87.125	298.0	152.0					-105.375	-105.875				
33.5716019	130.3731232	297	-83.625	298.0						-98.3125					
33.5716019	130.3731232	297	-86.5625	298.0						-102.25					
33.5716016	130.3731232	297	-87.0625	298.0	299.0					-102.5625	-104.375				
33.5716001	130.3731232	297	-87.8125	299.0	298.0					-102.1875	-103.0625				
33.5715985	130.3731232	297	-85.8125	298.0	299.0					-103.6875	-104.3125				
33.5715972	130.3731232	297	-85.125	298.0	299.0					-100.9375	-101.75				
33.5715851	130.3731159	297	-84.8125	298.0	299.0					-96.375	-96.5625				
33.5715817	130.3731131	297	-85.0	299.0	298.0					-99.0625	-99.5				
33.5715779	130.3731101	297	-84.9375	298.0	299.0					-99.9375	-100.875				
33.5715739	130.3731069	297	-83.1875	298.0	299.0					-98.625	-99.0625				
33.5715704	130.3731041	297	-81.9375	298.0	299.0					-98.5625	-100.4375				
33.5715588	130.3730948	297	-81.375	298.0						-102.3125					
33.5715409	130.373084	297	-80.3125	298.0						-98.5					
33.571536	130.3730812	297	-79.25	298.0						-96.6875					
33.5715311	130.3730784	297	-80.8125	298.0						-97.0					
33.5715243	130.3730749	297	-84.6875	298.0						-101.75					
33.5715125	130.373069	297	-86.5	298.0						-103.125					
33.5715055	130.3730654	297	-84.25	298.0						-99.0625					
33.5714985	130.373062	297	-83.9375	298.0						-99.125					
33.5714712	130.3730499	297	-85.625	298.0						-94.8125					
33.5714662	130.3730476	297	-85.4375	298.0						-101.875					
33.5714525	130.3730415	297	-86.0625	298.0						-101.625					
33.5714459	130.3730386	297	-85.625	298.0						-102.125					
33.5714386	130.3730354	297	-87.0625	298.0						-101.6875					
33.5714316	130.3730322	297	-85.3125	298.0						-103.3125					
33.5714253	130.3730316	297	-83.6875	298.0						-99.4375					
33.5714039	130.3730316	297	-82.625	298.0						-99.875					
33.5713972	130.3730306	297	-82.0	298.0						-98.0625					
33.5713904	130.3730279	297	-81.375	298.0						-100.0625					
33.5713823	130.3730247	297	-83.125	298.0						-100.3125					
33.5713733	130.3730211	297	-81.0	298.0						-100.1875					
33.5713456	130.37301	297	-82.75	298.0						-92.0625					
33.5713254	130.3730019	297	-80.875	298.0						-95.375					
33.5713175	130.3729987	297	-82.0625	298.0						-96.875					
33.5713116	130.3729964	297	-81.8125	298.0						-99.8125					
33.5713034	130.3729931	297	-80.875	298.0						-97.75					
33.5712877	130.3729868	297	-81.625	298.0						-97.75					
33.5712856	130.372986	297	-81.0	298.0						-97.75					
33.5712844	130.3729858	297	-80.625	298.0						-97.75					
33.5712828	130.3729858	297	-80.375	298.0						-97.75					
33.5712818	130.3729858	297	-80.0625	298.0						-97.75					
33.5712606	130.3729858	297	-77.75	298.0						-97.75					
33.5712606	130.3729858	297	-77.375	298.0						-97.75					
33.5712552	130.3729858	297	-77.375	298.0						-97.75					
33.5712495	130.3729858	297	-74.125	298.0						-97.75					
33.5712471	130.3729858	297	-74.125	298.0						-97.75					
33.5712345	130.3729795	297	-74.0	298.0						-97.75					
33.5712332	130.3729789	297	-73.75	298.0						-97.75					
33.5712316	130.3729781	297	-73.375	298.0						-97.75					
33.5712309	130.3729777	297	-73.375	298.0						-97.75					
33.5712283	130.3729764	297	-73.625	298.0						-97.75					
33.571214	130.3729706	297	-75.1875	298.0						-97.75					
33.5712132	130.3729706	297	-74.4375	298.0						-97.75					
33.5712105	130.3729706	297	-73.9375	298.0						-97.75					
33.5712102	130.3729706	297	-73.9375	298.0						-97.75					
33.5712084	130.3729706	297	-74.1875	298.0						-97.75					
33.5711938	130.3729706	297	-74.3125	298.0						-97.75					
33.5711938	130.3729706	297	-74.3125	298.0						-97.75					
33.5711834	130.3729706	297	-74.3125	298.0						-97.75					
33.5711833	130.3729706	297	-75.125	298.0						-97.75					
33.5711833	130.3729706	297	-75.125	298.0						-97.75					
33.5711692	130.3729706	297	-71.6875	298.0						-97.75					
33.5711674	130.3729706	297	-71.875	298.0						-97.75					
33.5711664	130.3729706	297	-71.875	298.0						-97.75					
33.5711649	130.3729706	297	-71.625	298.0						-97.75					
33.571163	130.3729706	297	-72.0625	298.0						-97.75					
33.5711498	130.3729706	297	-71.875	298.0						-97.75					
33.571149	130.3729706	297	-71.25	298.0						-97.75					
33.571147	130.3729706	297	-71.125	298.0						-97.75					
33.5711467	130.3729706	297	-71.375	298.0						-97.75					
33.5711452	130.3729706	297	-71.375	298.0						-97.75					
33.5711276	130.3729706	297	-74.0	298.0						-88.3125					
33.5711202	130.3729706	297	-72.5625	298.0						-87.5					
33.5710947	130.3729706	297	-75.1875	298.0						-87.5					
33.5710881	130.3729706	297	-74.8125	298.0						-86.25					
33.5710815	130.3729698	297	-71.875	298.0						-86.9375					
33.5710695	130.3729638	297	-72.1875	298.0						-88.0625					
33.5710687	130.3729634	297	-72.1875	298.0						-88.0625					
33.5710673	130.3729627	297	-72.1875	298.0						-88.0625					
33.5710666	130.3729623	297	-72.1875	298.0						-88.0625					
33.5710643	130.3729612	297	-72.3125	298.0						-88.0625					
33.5710528	130.3729554	297	-72.5625	298.0						-88.0625					
33.5710519	130.3729553	297	-72.125	298.0						-88.0625					
33.5710504	130.3729553	297	-72.125	298.0						-88.0625					
33.5710498	130.3729553	297	-72.3125	298.0						-88.0625					
33.5710485	130.3729553	297	-72.125	298.0						-88.0625					
33.5710379	130.3729553	297	-75.125	298.0						-88.0625					
33.5710364	130.3729553	297	-76.0625	298.0						-88.0625					
33.5710358	130.3729553	297	-76.9375	298.0						-88.0625					
33.5710344	130.3729553	297	-77.625	298.0						-88.0625					
33.5710337	130.3729553	297	-77.5	298.0						-88.0625					
33.571023	130.3729553	297	-72.4375	298.0						-88.0625					
33.5710221	130.3729553	297	-72.0625	298.0						-88.0625					
33.571021	130.3729553	297	-72.125	298.0						-88.0625					
33.5710195	130.3729553	297	-72.5	298.0						-88.0625					
33.5710189	130.3729553	297	-72.9375	298.0						-88.0625					
33.5710067	130.3729553	297	-73.375	298.0						-88.0625					
33.5710067	130.3729553	297	-73.25	298.0						-88.0625					
33.5709999	130.3729553	297	-73.25	298.0						-88.0625					
33.5709999	130.3729553	297	-72.875	298.0						-88.0625					
33.5709968	130.3729553	297	-72.875	298.0						-88.0625					
33.570991	130.3729553	297	-69.5625	298.0						-88.0625					
33.5709905	130.3729553	297	-69.9375	298.0						-88.0625					
33.5709896	130.3729553	297	-70.0625	298.0						-88.0625					
33.5709891	130.3729553	297	-70.125	298.0						-88.0625					
33.5709884	130.3729553	297	-70.1875	298.0						-88.0625					
33.5709806	130.3729553	297	-74.6875	298.0						-88.0625					
33.5709798	130.3729555	297	-74.1875	298.0						-88.0625					
33.5709793	130.3729559	297	-73.875	298.0						-88.0625					
33.5709784	130.3729566	297	-73.5625	298.0						-88.0625					
33.5709774	130.3729575	297	-73.375	298.0						-88.0625					
33.5709697	130.3729636	297	-77.125	298.0						-88.0625					
33.5709697	130.3729636	297	-77.0625	298.0						-88.0625					
33.5709695	130.3729638	297	-77.0625	298.0						-88.0625					
33.570966	130.3729666	297	-76.6875	298.0						-88.0625					
33.570966	130.3729666	297	-76.6875	298.0						-88.0625					
33.5709582	130.3729706	297	-73.8125	298.0						-88.0625					
33.5709582	130.3729706	297	-74.0	298.0						-88.0625					
33.5709582	130.3729706	297	-74.0	298.0						-88.0625					
33.5709575	130.3729706	297	-73.875	298.0						-88.0625					
33.5709569	130.3729706	297	-74.0	298.0						-88.0625					
33.570953	130.3729706	297	-74.75	298.0						-88.0625					
33.5709524	130.3729706	297	-74.5625	298.0						-88.0625					
33.5709515	130.3729706	297	-74.4375	298.0						-88.0625					
33.5709514	130.3729706	297	-74.375	298.0						-88.0625					
33.5709511	130.3729706	297	-74.375	298.0						-88.0625					
33.5709475	130.3729747	297	-75.3125	298.0						-88.0625					
33.5709473	130.3729751	297	-75.5625	298.0						-88.0625					
33.5709468	130.3729761	297	-76.0625	298.0						-88.0625					
33.5709466	130.3729764	297	-76.875	298.0						-88.0625					
33.5709462	130.3729773	297	-77.6875	298.0						-88.0625					
33.5709419	130.3729858	297	-77.25	298.0						-88.0625					
33.5709419	130.3729858	297	-75.9375	298.0						-88.0625					
33.5709397	130.3729858	297	-75.9375	298.0						-88.0625					
33.5709397	130.3729858	297	-73.4375	298.0						-88.0625					
33.5709397	130.3729858	297	-73.4375	298.0						-88.0625					
33.5709366	130.3729858	297	-71.9375	298.0						-88.0625					
33.5709363	130.3729858	297	-72.0	298.0						-88.0625					
33.5709361	130.3729858	297	-72.0625	298.0						-88.0625					
33.5709358	130.3729858	297	-72.125	298.0						-88.0625					
33.5709352	130.3729858	297	-72.25	298.0						-88.0625					
33.5709332	130.3729902	297	-73.625	298.0						-88.0625					
33.5709331	130.3729907	297	-74.3125	298.0						-88.0625					
33.5709329	130.3729915	297	-74.875	298.0						-88.0625					
33.5709327	130.3729923	297	-75.25	298.0						-88.0625					
33.5709326	130.3729927	297	-75.25	298.0						-88.0625					
33.5709305	130.3730011	297	-75.125	298.0						-88.0625					
33.5709305	130.3730012	297	-75.125	298.0						-88.0625					
33.5709299	130.3730034	297	-75.125	298.0						-88.0625					
33.5709299	130.3730034	297	-74.9375	298.0						-88.0625					
33.5709294	130.3730053	297	-74.9375	298.0						-88.0625					
33.5709278	130.3730117	297	-78.75	298.0						-88.0625					
33.5709277	130.3730121	297	-78.4375	298.0						-88.0625					
33.5709276	130.3730128	297	-78.3125	298.0						-88.0625					
33.5709274	130.3730134	297	-78.375	298.0						-88.0625					
33.5709273	130.3730139	297	-78.125	298.0						-88.0625					
33.5709267	130.3730202	297	-77.4375	298.0						-88.0625					
33.5709267	130.3730207	297	-76.75	298.0						-88.0625					
33.5709267	130.3730214	297	-76.1875	298.0						-88.0625					
33.5709267	130.3730218	297	-76.0	298.0						-88.0625					
33.5709267	130.3730225	297	-76.3125	298.0						-88.0625					
33.5709267	130.3730287	297	-76.5	298.0						-88.0625					
33.5709267	130.3730296	297	-76.3125	298.0						-88.0625					
33.5709267	130.3730296	297	-75.9375	298.0						-88.0625					
33.5709267	130.3730304	297	-75.9375	298.0						-88.0625					
33.5709267	130.3730304	297	-75.8125	298.0						-88.0625					
33.5709282	130.3730437	297	-75.375	298.0						-88.0625					
33.5709282	130.3730438	297	-75.0	298.0						-88.0625					
33.5709288	130.3730483	297	-75.0	298.0						-88.0625					
33.5709288	130.3730483	297	-79.25	298.0						-88.0625					
33.5709294	130.3730533	297	-79.25	298.0						-88.0625					
33.5709312	130.3730635	297	-78.75	298.0						-88.0625					
33.5709313	130.3730638	297	-78.75	298.0						-88.0625					
33.5709316	130.3730644	297	-78.9375	298.0						-88.0625					
33.5709321	130.3730653	297	-78.875	298.0						-88.0625					
33.5709324	130.3730659	297	-78.1875	298.0						-88.0625					
33.5709354	130.3730719	297	-81.875	298.0						-88.0625					
33.5709359	130.3730729	297	-82.0625	298.0						-88.0625					
33.570936	130.3730733	297	-81.5625	298.0						-88.0625					
33.5709363	130.3730738	297	-81.1875	298.0						-88.0625					
33.5709365	130.3730741	297	-81.0625	298.0						-88.0625					
33.570944	130.3731011	297	-79.625	298.0						-90.625					
33.5709454	130.3731064	297	-80.25	298.0						-98.5					
33.570947	130.3731105	297	-79.6875	298.0						-92.0					
33.5709484	130.3731132	297	-79.125	298.0						-97.375					
33.57095	130.3731165	297	-79.0	298.0						-97.75					
33.5709533	130.3731229	297	-80.5625	299.0	298.0					-97.0	-100.0				
33.5709546	130.3731282	297	-79.0625	299.0	298.0					-94.875	-96.1875				
33.5709563	130.3731348	297	-78.125	298.0	299.0					-97.4375	-98.875				
33.5709575	130.3731398	297	-76.375	298.0	299.0					-89.625	-89.625				
33.570961	130.3731537	297	-80.1875	298.0	299.0					-95.6875	-97.25				
33.5709624	130.3731708	297	-76.9375	298.0	299.0					-94.0625	-95.875				
33.5709632	130.3731806	297	-77.3125	298.0	299.0					-93.625	-97.0625				
33.570964	130.3731899	297	-78.0625	298.0	299.0					-92.3125	-93.5				
33.5709647	130.3731986	297	-77.6875	298.0	299.0					-91.0625	-91.875				
33.5709657	130.3732067	297	-77.4375	299.0	298.0					-95.0625	-95.6875				
33.5709684	130.3732324	297	-76.625	299.0						-92.125					
33.5709678	130.3732394	297	-79.625	299.0						-94.3125					
33.5709671	130.3732487	297	-80.3125	299.0						-94.375					
33.5709663	130.3732574	297	-78.8125	299.0						-94.1875					
33.5709661	130.3732603	297	-78.75	299.0						-94.1875					
33.5709648	130.3732845	297	-81.25	152.0						-96.5					
33.5709648	130.3732958	297	-81.8125	152.0						-96.5625					
33.5709648	130.3733083	297	-77.4375	152.0						-94.875					
33.5709648	130.3733146	297	-77.0625	152.0						-90.0625					
33.5709646	130.3733239	297	-76.4375	152.0						-95.4375					
33.570963	130.3733429	297	-77.125	152.0						-97.625					
33.570963	130.3733436	297	-77.25	152.0						-97.625					
33.5709628	130.3733451	297	-77.5	152.0						-97.625					
33.5709628	130.3733462	297	-77.125	152.0						-97.625					
33.5709625	130.3733491	297	-76.6875	152.0						-97.625					
33.5709609	130.3733689	297	-77.4375	299.0						-92.6875					
33.5709601	130.3733784	297	-77.8125	299.0						-96.6875					
33.5709591	130.3733897	297	-76.9375	299.0						-90.3125					
33.5709564	130.3734221	297	-76.5	299.0						-91.875					
33.5709557	130.3734305	297	-77.5625	299.0						-95.1875					
33.5709542	130.3734486	297	-76.625	299.0						-92.125					
33.5709541	130.3734497	297	-76.5	299.0						-92.125					
